postcode,Previous Years (2001-2021) - Installation Quantity,Previous Years (2001-2021) - SGU Output Rated Output In kW,Jan 2022 - Installations Quantity,Jan 2022 - SGU Rated Output In kW,Feb 2022 - Installations Quantity,Feb 2022 - SGU Rated Output In kW,Mar 2022 - Installations Quantity,Mar 2022 - SGU Rated Output In kW,Apr 2022 - Installations Quantity,Apr 2022 - SGU Rated Output In kW,May 2022 - Installations Quantity,May 2022 - SGU Rated Output In kW,Jun 2022 - Installations Quantity,Jun 2022 - SGU Rated Output In kW,Jul 2022 - Installations Quantity,Jul 2022 - SGU Rated Output In kW,Aug 2022 - Installations Quantity,Aug 2022 - SGU Rated Output In kW,Sep 2022 - Installations Quantity,Sep 2022 - SGU Rated Output In kW,Oct 2022 - Installations Quantity,Oct 2022 - SGU Rated Output In kW,Nov 2022 - Installations Quantity,Nov 2022 - SGU Rated Output In kW,Dec 2022 - Installations Quantity,Dec 2022 - SGU Rated Output In kW,Jan 2023 - Installations Quantity,Jan 2023 - SGU Rated Output In kW,Feb 2023 - Installations Quantity,Feb 2023 - SGU Rated Output In kW,Mar 2023 - Installations Quantity,Mar 2023 - SGU Rated Output In kW,Apr 2023 - Installations Quantity,Apr 2023 - SGU Rated Output In kW,May 2023 - Installations Quantity,May 2023 - SGU Rated Output In kW,Jun 2023 - Installations Quantity,Jun 2023 - SGU Rated Output In kW, Installations Quantity Total ,SGU Rated Output In kW Total
3414,318,1441.69,0,0,0,0,3,27.36,0,0,1,6.66,3,17.7,0,0,2,11.225,3,8.88,0,0,1,6.56,2,26.975,0,0,1,6.64,3,21.575,1,8.3,1,3.32,0,0,339,1586.885
3415,3,18.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18.46
3418,460,2241.156,0,0,1,6.66,1,6.63,0,0,4,26.64,2,11.84,0,0,4,30.73,1,6.63,0,0,7,73.36,2,12.025,0,0,0,0,1,10.45,4,34.03,0,0,0,0,487,2460.151
3419,151,619.312,0,0,0,0,1,14.04,0,0,3,69.74,0,0,0,0,0,0,0,0,0,0,0,0,3,19.98,0,0,0,0,0,0,0,0,0,0,0,0,158,723.072
3420,48,258.015,0,0,0,0,0,0,0,0,0,0,2,13.32,1,6.66,0,0,0,0,0,0,1,6.64,0,0,2,13.3,0,0,0,0,0,0,0,0,0,0,54,297.935
3423,80,383.789,0,0,1,6.66,0,0,0,0,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.58,1,6.64,0,0,0,0,84,410.329
3424,135,781.635,1,5.55,1,6.84,3,21.96,1,8.88,0,0,1,6.66,2,12.79,1,35.26,1,6.24,2,31.955,1,6.64,1,9.96,0,0,0,0,0,0,2,17.09,0,0,0,0,152,951.46
3427,628,3550.956,4,26.58,5,32.87,6,54.72,5,41.755,4,30.28,12,81.37,7,55.13,5,39.6,8,63.545,10,79.275,13,87.72,13,91.575,10,74.42,10,65.965,8,67.72,5,45.195,3,17.49,0,0,756,4506.166
3428,95,693.821,0,0,0,0,0,0,0,0,1,9.75,1,6.57,1,28.16,1,6.66,1,10.5,1,6.64,1,26.56,2,52.835,1,9.96,0,0,2,22.81,1,7.02,0,0,1,18.26,109,899.546
3429,4083,20915.102,20,153.59,30,215.925,27,216.6,31,224.415,28,179.53,26,195.4,37,308.39,40,335.205,36,272.355,41,287.475,64,512.315,43,345.98,36,262.03,53,392.68,39,287.14,25,229.15,44,328.555,15,131.935,4718,25793.772
3430,40,267.135,0,0,1,19.5,0,0,0,0,1,6.64,0,0,0,0,0,0,0,0,1,9.96,0,0,0,0,0,0,1,10.925,2,19.97,0,0,1,10.56,0,0,47,344.69
3431,620,3079.077,4,45.82,5,48.07,11,102.35,8,65.355,6,54.438,3,25.22,7,54.825,4,25.93,5,44.685,4,31.99,3,24,6,43.01,5,46.065,5,46.48,8,66.83,3,29.06,2,23.82,0,0,709,3857.025
3432,36,211.745,0,0,0,0,0,0,0,0,0,0,0,0,1,13.26,0,0,0,0,1,6.63,0,0,0,0,0,0,1,24.6,1,6.64,0,0,1,10.37,0,0,41,273.245
3433,42,237.315,0,0,0,0,1,6.66,0,0,1,8.58,0,0,0,0,0,0,0,0,0,0,1,9.96,1,19,1,6.64,0,0,0,0,1,10.375,0,0,0,0,48,298.53
3434,779,4033.692,5,37.37,5,40.58,8,62.95,8,55.39,2,18.13,7,42.05,6,63.18,8,73.365,10,69.2,7,54.358,8,70.635,11,88.03,4,31.54,5,43.875,4,40.725,7,50.59,6,56.24,3,19.805,893,4951.705
3435,502,2701.454,4,29.88,7,57.77,1,3.33,5,35.63,3,21.546,3,37.3,3,120.94,3,19.51,4,39.66,0,0,3,18.26,6,55.195,3,19.11,5,29.015,5,74.685,1,13.2,1,6.64,0,0,559,3283.125
3437,1409,8270.103,7,79.44,9,98.27,9,79.32,7,100.39,9,102.345,7,79.47,14,107.52,8,89.08,14,140.195,10,78.655,17,373.92,15,266.44,10,80.48,14,121.285,14,135.135,18,182.11,8,71.04,7,58.23,1606,10513.428
3438,285,1763.019,2,12.96,2,31.82,2,14.48,3,16.49,4,31.99,3,23.07,0,0,5,37.53,2,21.165,2,22.98,2,21.995,2,14.94,3,17.45,9,92.45,1,6.64,3,37.66,0,0,2,29.37,332,2196.009
3440,234,1138.781,3,22.17,1,6.29,3,24.99,1,7.8,1,6.63,0,0,3,25.64,1,32.8,0,0,3,35.08,2,16.93,5,38.45,0,0,3,28.545,2,9.47,2,10.75,1,6.64,0,0,265,1410.966
3441,134,829.486,1,5.18,1,17.02,2,39.27,1,6.64,2,14.95,1,13.26,2,12.93,1,13.32,0,0,0,0,0,0,2,17.35,2,12.49,1,6.225,3,24.875,0,0,0,0,0,0,153,1012.996
3442,1378,7421.038,10,79.401,13,111.175,13,130.54,5,34.305,13,101.265,10,93.93,16,118.155,12,122.555,16,118.58,13,108.11,17,154.95,7,62.82,8,39.24,18,140.48,11,98.975,6,44.69,11,91.71,1,15.4,1578,9087.319
3444,1532,8571.089,9,65.241,5,33.46,20,248.47,11,111.49,15,148.17,4,25.61,12,117.505,17,148.72,16,218.83,13,121.534,13,105.85,15,141.515,4,31.74,17,111.295,9,70.04,11,86.765,8,82.015,3,19.84,1734,10459.179
3446,208,891.379,2,17.76,1,10.53,2,18.5,0,0,0,0,2,10.9,2,14.31,2,21.113,1,8.715,3,23.655,2,16.775,1,7.47,1,6.64,1,6.375,4,28.29,2,10.74,4,28.625,1,4.98,239,1126.757
3447,123,547.923,2,17.76,2,9.45,1,6.66,1,12.09,1,6.63,0,0,0,0,3,14.78,1,6.63,1,7.055,1,10.375,2,14.94,1,11.62,1,6.64,1,10.375,0,0,1,21.58,0,0,142,704.508
3448,235,1094.987,0,0,1,6.66,2,15.88,1,6.63,1,7.4,0,0,0,0,0,0,1,9.36,1,6.64,1,6.64,2,23.51,1,6.64,1,6.64,2,15.77,1,11,0,0,0,0,250,1217.757
3450,1401,5554.605,6,32.449,8,41.357,9,52.889,4,23.82,12,70.32,8,53.63,7,44.6,4,19.78,8,58.36,8,36.89,8,48.65,8,57.56,7,48.61,9,70.36,7,42.295,4,14.375,8,69.07,2,12.035,1528,6351.655
3451,1079,5015.432,8,43.053,13,89.695,9,59.39,9,57.32,9,52.993,10,78.022,13,98.75,14,110.006,9,61.349,6,49.789,6,50.647,8,58.443,8,58.78,8,59.68,6,54.065,9,69.315,6,34.361,1,4.92,1231,6106.01
3453,429,2248.087,0,0,4,26.89,5,32.66,1,5.18,2,11.84,3,19.67,2,8.658,6,47.4,3,27.255,1,6.225,1,8.3,6,48.03,2,13.29,2,13.2,5,52.33,1,6.64,4,22.565,1,6.375,478,2604.595
3458,423,2089.389,3,20.313,6,42.62,9,71.256,6,36.58,3,21.09,3,27.79,4,33.58,2,26.44,11,146.477,5,48.03,6,50.63,1,6.64,3,19.02,5,42.92,7,72.51,1,7.4,7,66.825,1,6.64,506,2836.15
3460,458,2490.766,1,6.66,2,10.36,4,18.82,10,77.11,2,13.29,5,36.56,3,49.21,4,33.43,6,52.67,4,32.84,2,15.77,3,18.08,5,37.495,6,43.735,1,9.62,1,12.865,4,36.52,3,19.505,524,3015.306
3461,925,4310.19,9,77.622,5,36.23,6,57.6,9,51.54,8,79.22,7,70.165,7,57.634,3,32,5,38.65,4,49.85,3,35.56,10,75.8,5,39.295,8,84.48,12,123.885,7,62.05,6,78.69,0,0,1039,5360.461
3462,293,1116.827,1,6.66,1,6.66,1,3.33,0,0,2,8.14,2,14.43,1,5.85,2,11.82,1,5.46,0,0,1,6.64,0,0,3,16.03,4,20.69,0,0,1,10.66,0,0,0,0,313,1233.197
3463,628,2770.323,3,16.5,2,15.54,6,34.27,1,6.66,7,65.33,2,13.3,3,19.98,6,46.595,3,25.86,5,29.865,4,30.195,5,36.17,2,11.525,4,26.47,6,36.92,4,26.08,1,4.98,2,16.185,694,3232.748
3464,204,1219.24,0,0,4,30.34,0,0,4,96.6,1,6.63,1,6.63,2,10.23,1,10.36,2,55.74,1,6.24,0,0,2,17.015,1,7.885,0,0,3,23.59,0,0,1,13.2,0,0,227,1503.7
3465,1625,8550.14,4,31.8,11,100.69,16,106.19,6,40.5,9,36.82,12,131.48,10,211.33,11,94.11,16,205.63,7,40.23,25,180.925,15,295.315,8,74.725,9,60.4,10,74.895,7,62.41,7,44.45,4,36.845,1812,10378.885
3467,273,1323.466,1,26,1,6.66,2,19.78,0,0,1,9.36,0,0,1,10.36,2,13.26,1,5.46,0,0,2,12.035,1,7.055,2,13.28,0,0,4,25.74,0,0,2,26.52,0,0,293,1498.976
3468,72,366.499,0,0,0,0,1,6.63,0,0,0,0,0,0,0,0,2,10.08,0,0,1,6.66,0,0,1,6.64,0,0,2,5.81,1,5.81,0,0,0,0,0,0,80,408.129
3469,61,361.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19.09,1,6.64,1,6.66,0,0,0,0,0,0,0,0,0,0,65,393.78
3472,368,1511.17,1,3.9,7,54.36,1,10.14,0,0,0,0,1,7.8,2,15.9,1,7.4,1,5.92,1,10.375,4,25.47,6,39.48,1,6.225,2,9.96,2,10.915,1,6.65,4,29.16,0,0,403,1754.825
3475,79,335.88,0,0,0,0,3,36.24,0,0,2,10.95,0,0,1,4.98,1,6.6,0,0,1,3.51,0,0,1,6.63,0,0,0,0,0,0,0,0,0,0,0,0,88,404.79
3477,164,766.948,0,0,1,6.66,2,15.54,0,0,3,19.89,0,0,2,11.62,1,6.64,2,74,1,6.66,0,0,1,6.64,1,7.92,1,6.64,1,6.64,1,15.77,0,0,0,0,181,951.568
3478,457,2736.674,0,0,1,6.66,3,28.51,0,0,3,16.05,4,22.55,2,22.03,3,22.45,2,13.7,4,41.1,2,13.14,3,18.44,4,29.04,5,24.32,2,20.285,2,11.62,3,13.975,0,0,500,3040.544
3480,257,1831.045,3,47.73,0,0,14,95.37,3,16.44,9,69.1,1,15.6,3,27.72,2,12.32,0,0,0,0,0,0,6,45.69,1,6.6,3,25.14,2,12.3,0,0,0,0,1,11.62,305,2216.675
3482,44,434.46,0,0,2,24.4,0,0,0,0,1,6.66,0,0,0,0,0,0,0,0,1,6.66,0,0,0,0,0,0,1,3.9,0,0,1,35.52,0,0,0,0,50,511.6
3483,167,1014.815,0,0,0,0,1,4.68,0,0,0,0,1,6.65,0,0,0,0,0,0,0,0,1,10.375,3,18.25,0,0,1,4.75,0,0,0,0,0,0,1,11.62,175,1071.14
3485,54,258.13,0,0,0,0,1,5.55,1,5.55,0,0,0,0,0,0,1,6.64,0,0,0,0,0,0,0,0,1,8.88,1,3.735,2,23.26,0,0,0,0,0,0,61,311.745
3487,17,85.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,85.87
3488,17,63.22,0,0,0,0,0,0,0,0,1,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,69.85
3489,7,37.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,98.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.64,10,141.995
3490,170,1200.165,0,0,1,6.49,1,11.62,3,19.52,1,6.64,5,37.99,1,6.29,3,19.92,0,0,2,108.09,1,6.64,1,6.64,1,52.78,2,19.09,3,19.92,1,6.64,0,0,1,9.96,197,1538.395
3491,27,146.61,0,0,0,0,2,13.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,159.93
3494,83,946.232,0,0,0,0,0,0,1,8.88,1,6.63,0,0,0,0,0,0,1,10.79,0,0,2,19.58,0,0,0,0,1,19.92,1,9.36,1,10.79,1,6.64,0,0,92,1038.822
3496,933,6828.009,5,30.44,8,65.49,6,40.52,9,69.765,10,166.635,9,103.05,5,53.58,14,108.325,17,125.14,8,76.47,9,147.29,11,105.905,7,60.285,9,152.275,10,66.795,2,30.58,7,53.1,4,53.95,1083,8337.604
3498,797,6658.751,3,20.28,5,48.84,11,106.51,7,80.68,9,145.82,7,60.285,6,125.175,16,165.95,11,93.365,6,47.31,10,164.54,8,88.615,10,84.995,11,98.57,9,103.335,11,113.545,5,46.02,5,65.21,947,8317.796
3500,3898,28596.913,29,208.07,38,314.335,47,492.19,35,264.535,34,258.13,28,285.525,34,360.695,38,272.425,32,272,37,374.355,45,380.355,49,640.185,45,299.305,46,338.015,40,291.885,13,82.895,44,349.615,20,176.505,4552,34257.933
3501,410,3346.731,1,9.62,5,49.84,4,46.64,1,10.45,4,64.87,3,80.835,3,34.255,7,139.28,2,28.78,3,24.795,2,30.6,1,16.2,7,48.97,2,27.2,0,0,0,0,3,37.95,1,10.375,459,4007.391
3502,29,212.47,0,0,0,0,0,0,0,0,0,0,0,0,5,22.2,3,15.54,3,15.54,11,56.61,0,0,0,0,0,0,0,0,1,8.71,1,6.225,0,0,0,0,53,337.295
3505,767,5779.935,6,45.92,4,37.36,8,68.65,5,38.735,3,18.68,3,21.1,6,51.11,6,57.445,8,87.16,5,36.815,4,29.435,2,17.74,4,26.04,5,47.76,5,51.045,6,39.855,4,30.805,4,72.625,855,6558.215
3506,2,5.24,0,0,0,0,1,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10.42
3507,28,123.56,0,0,0,0,1,6.66,1,10.8,1,9.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,150.565
3509,41,187.44,0,0,1,6.66,5,30.34,0,0,1,9.99,0,0,1,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.18,0,0,0,0,0,0,50,244.79
3512,66,300.065,0,0,1,10.15,4,23.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.34,0,0,0,0,0,0,72,344.235
3515,362,2062.025,1,6.65,3,21.9,5,133.5,7,46.22,2,17.92,2,19.14,4,35.1,3,19.94,6,54.11,2,11.62,5,34.64,6,49.76,4,24.505,5,39.54,6,39.345,3,27.805,2,12.59,2,17.45,430,2673.76
3516,130,746.045,0,0,1,9.36,0,0,0,0,3,25.92,1,8.88,0,0,1,6.3,1,5.18,0,0,0,0,3,19.94,1,6.64,1,7.47,1,38.88,0,0,1,5.525,0,0,144,880.14
3517,332,1761.043,1,2.2,1,2.2,4,25.11,3,25.37,2,39.96,4,47.65,1,6.66,0,0,3,31.45,0,0,2,11.42,2,26.975,1,10.375,1,6.64,2,13.28,0,0,1,6.64,0,0,360,2016.973
3518,281,1262.119,0,0,2,13.26,3,32.52,1,6.66,2,14.44,1,7.8,1,30.36,1,6.66,0,0,1,1.8,3,26.65,1,13.28,0,0,2,13.28,1,15.12,1,4.4,3,32.02,1,6.64,305,1487.009
3520,41,167.65,0,0,0,0,0,0,0,0,1,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,170.24
3521,123,604.182,0,0,2,11.07,1,10.92,0,0,0,0,3,27.35,3,32.28,1,8.3,2,29.465,1,11.62,0,0,1,10.375,0,0,0,0,0,0,2,19.92,0,0,0,0,139,765.482
3522,77,350.132,0,0,0,0,0,0,0,0,0,0,0,0,2,20.13,0,0,2,10.64,1,8.88,4,30.3,0,0,0,0,1,4.92,1,6.64,1,11.205,0,0,1,9.13,90,451.977
3523,874,4407.321,1,6.66,1,10.73,7,41.53,5,39.29,6,31.89,7,47.73,2,16.77,6,35.09,6,40.595,6,38.63,7,123.535,7,73.165,6,59.69,4,35.94,7,58.165,4,28.555,5,30.01,2,16.935,963,5142.231
3525,269,1580.898,1,6.66,1,6.63,1,5.28,0,0,5,31.98,3,21.41,1,25.9,1,6.66,1,6.63,2,12.47,1,7.47,0,0,0,0,0,0,0,0,0,0,1,6.64,0,0,287,1718.628
3527,130,719.223,0,0,0,0,0,0,0,0,0,0,0,0,1,3.9,1,8.58,0,0,0,0,2,19.505,1,6.64,1,9.96,0,0,1,9.96,0,0,0,0,1,5.81,138,783.578
3529,16,95.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,103.54
3530,21,119.425,0,0,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,126.085
3531,25,110.89,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,117.55
3533,141,874.545,0,0,0,0,0,0,0,0,2,46.19,0,0,2,7.53,2,25.8,0,0,0,0,1,63.22,1,12.45,0,0,1,6.64,1,13.28,0,0,0,0,0,0,151,1049.655
3537,175,1159.356,2,9.59,0,0,3,19.98,0,0,2,13.29,1,6.63,1,6.66,6,87.765,1,3.32,0,0,3,19.92,2,19.9,1,6.64,3,35.69,1,8.715,3,19.92,4,38.855,0,0,208,1456.231
3540,64,266.75,0,0,2,12.58,3,19.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,310.1
3542,29,151.68,0,0,1,16.28,2,17.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,185.72
3544,54,328.625,0,0,0,0,0,0,0,0,0,0,0,0,1,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.79,56,345.705
3546,75,411.52,0,0,1,6.29,0,0,0,0,0,0,2,14.07,0,0,1,5.18,2,12.96,0,0,0,0,0,0,0,0,1,3.7,0,0,1,19.98,0,0,0,0,83,473.7
3549,408,6371.284,4,240.4,1,68.4,5,185.6,4,93.23,1,10.14,2,56.98,6,252.34,3,18.84,11,205.49,3,15.77,2,99.76,38,397,1,6.63,2,10.75,5,49.32,3,57.2,1,6.64,3,18.26,503,8164.034
3550,4484,25158.379,20,137.305,22,126.955,39,241.425,38,276.595,32,224.09,37,338.615,40,321.715,47,437.375,33,382.81,33,303.93,44,351.215,35,296.195,23,150.14,35,223.785,43,351.165,23,177.77,23,149.735,8,53.43,5059,29702.629
3551,5444,30700.076,40,300.97,52,512.87,64,596.085,32,237.35,49,367.11,58,445.44,38,349.9,55,417.275,56,469.375,50,412.58,68,606.45,52,614.955,34,248.52,51,379.645,52,393.535,25,208.96,44,377.08,9,66.205,6273,37704.381
3552,22,84.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,84.815
3554,2,6.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.39
3555,2382,12357.727,22,118.54,14,91.11,18,126.99,24,213.275,22,136.5,19,163.21,23,200.505,30,171.475,21,141.21,23,166.31,27,174.38,16,137.265,16,114.77,24,164.815,24,138.915,14,107.92,24,163.89,0,0,2743,14888.807
3556,1806,8242.211,14,84.53,13,77.615,15,93.43,17,109.48,14,159.372,26,295.53,26,173.11,14,92.41,19,120.03,11,66.085,23,136.42,6,44.405,8,53.795,13,87.06,14,105.045,10,78.465,9,57.01,2,13.24,2060,10089.243
3557,135,715.194,1,4.44,2,20.35,0,0,0,0,1,5.18,1,6.63,2,21.105,1,9.68,1,5.81,0,0,1,6.63,2,15.52,0,0,1,6.63,0,0,1,6.64,1,19.8,0,0,150,843.609
3558,180,816.444,0,0,0,0,2,9.99,1,19.8,0,0,2,11.42,2,10.36,0,0,1,5.395,3,19.89,1,6.24,1,6.225,1,22,0,0,1,10.12,0,0,4,47.17,1,6.64,200,991.694
3559,69,539.355,0,0,0,0,0,0,2,12.95,2,12.87,0,0,1,26.64,0,0,1,5.55,0,0,0,0,0,0,0,0,0,0,1,6.6,0,0,0,0,0,0,76,603.965
3561,879,5834.751,1,6.57,4,73.8,6,47.19,3,27.45,7,67.97,6,50.16,9,75.5,8,63.11,8,49.935,1,6.66,5,40.455,5,77.955,6,44.82,2,17.94,6,134.02,2,14.415,4,23.44,1,17.43,963,6673.571
3562,66,585.79,1,7.8,0,0,0,0,0,0,2,41.34,0,0,0,0,0,0,0,0,1,8.3,1,22.41,2,53.735,0,0,0,0,1,6.65,0,0,0,0,0,0,74,726.025
3563,145,889.625,0,0,2,17.64,1,4.565,1,6.6,0,0,0,0,1,7.8,6,40.96,3,21.06,7,56.94,2,13.26,1,8.3,2,42.35,0,0,1,6.64,1,12.04,0,0,0,0,173,1127.78
3564,2831,17395.027,9,78.47,17,130.36,29,294.12,17,189.39,13,91.42,23,186.88,43,295.145,50,355.94,15,218.41,15,103.67,25,213.635,21,363.515,12,110.995,20,271.455,20,190.215,14,127.895,28,216.435,12,85.84,3214,20918.817
3565,15,130.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.66,1,32.76,0,0,0,0,0,0,0,0,0,0,0,0,17,169.535
3566,113,906.665,0,0,0,0,0,0,0,0,1,10.92,0,0,0,0,2,74,0,0,0,0,1,6.64,0,0,0,0,2,16.89,2,11.59,0,0,1,6.64,0,0,122,1033.345
3567,134,1616.47,0,0,0,0,2,14.54,2,13.32,0,0,0,0,2,96.05,0,0,0,0,1,6.4,0,0,2,46.24,0,0,1,9.96,0,0,0,0,1,19.5,1,5.81,146,1828.29
3568,567,4537.11,2,11.07,2,22.62,4,52.02,4,32.755,3,30.8,0,0,2,15.21,2,19.86,5,33.22,0,0,9,60.105,4,66.16,2,13.28,6,55.63,7,50.67,1,6.64,7,87.48,2,20.815,629,5115.445
3570,170,732.725,0,0,0,0,0,0,1,7.77,1,9.9,1,6.6,0,0,1,3.6,1,6.66,0,0,0,0,0,0,0,0,1,6.375,0,0,0,0,3,23.085,1,4.98,180,801.695
3571,73,539.112,0,0,0,0,1,6.63,0,0,1,5.55,0,0,0,0,0,0,0,0,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,557.952
3572,23,434.99,0,0,0,0,0,0,2,49.73,0,0,0,0,1,12.87,1,16.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,513.87
3573,64,691.18,0,0,0,0,0,0,0,0,0,0,0,0,1,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.18,2,28.22,0,0,68,739.98
3575,139,740.395,0,0,0,0,2,7.4,2,47.36,1,6.66,0,0,1,6.66,3,28.53,2,14.515,1,13.28,2,21.58,2,199.2,1,4.98,1,6.4,1,7.8,0,0,0,0,0,0,158,1104.76
3576,11,175.342,0,0,0,0,0,0,0,0,2,15.32,0,0,0,0,0,0,0,0,0,0,1,6.64,0,0,0,0,0,0,1,6.65,0,0,0,0,0,0,15,203.952
3579,988,6645.863,0,0,3,23.31,5,30.31,6,57.16,5,36.51,7,57.43,3,53.05,9,165.88,8,60.18,0,0,3,49.84,5,103.305,8,64.245,5,97.82,2,46.24,1,7.79,2,27.495,0,0,1060,7526.428
3580,207,1278.58,2,16.93,1,9.99,3,18.5,2,21.45,0,0,0,0,1,5.55,3,23.13,1,6.64,0,0,2,13.28,3,19.505,0,0,3,27.15,1,6.64,0,0,1,10.005,0,0,230,1457.35
3581,38,177.65,0,0,0,0,0,0,0,0,1,6.48,0,0,0,0,1,10.375,0,0,1,6.24,1,19.98,2,36.52,1,6.64,0,0,0,0,0,0,0,0,1,6.64,46,270.525
3583,31,285.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.98,0,0,32,290.19
3584,175,1325.535,1,6.4,3,36.64,2,18.4,0,0,0,0,4,46.44,1,8.88,2,19.5,0,0,1,19.09,2,15.14,3,36.975,1,6.66,3,34.08,0,0,0,0,2,14.11,0,0,200,1587.85
3585,1574,11972.277,7,50.89,12,132.79,9,94.25,4,48.58,11,90.06,10,82.63,13,70.47,9,59.065,13,113.28,6,44.87,30,227.18,8,84.56,5,38.995,7,58.72,7,56.44,5,38.18,9,97.85,1,6.6,1740,13367.687
3586,122,891.743,0,0,0,0,0,0,0,0,1,10.14,0,0,0,0,2,19.12,1,99,0,0,0,0,0,0,0,0,1,9.545,0,0,0,0,0,0,0,0,127,1029.548
3588,82,556.445,1,6.66,0,0,0,0,0,0,0,0,3,19.98,2,13.32,0,0,0,0,1,6.63,0,0,1,6.64,0,0,1,15.58,0,0,0,0,1,6.6,0,0,92,631.855
3589,55,800.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.15,0,0,0,0,56,804.488
3590,55,565.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,571.72
3591,28,195.945,0,0,1,10,0,0,0,0,2,12.8,0,0,1,7.2,0,0,1,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,232.585
3594,124,634.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,85.925,4,26.58,1,6.66,1,5.28,1,6.64,0,0,0,0,1,6.64,0,0,0,0,0,0,145,771.815
3595,131,554.995,1,8.58,0,0,0,0,0,0,0,0,2,15.52,2,13.32,3,19.92,4,26.34,0,0,1,6.66,0,0,0,0,1,6.64,1,4.07,0,0,1,13.2,0,0,147,669.245
3596,15,351.99,0,0,0,0,0,0,0,0,0,0,1,10.8,0,0,1,6.225,1,34.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,403.815
3597,65,1246.337,0,0,1,3.12,0,0,0,0,0,0,0,0,9,58.6,5,169.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.28,0,0,81,1498.017
3599,27,502.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.96,28,512.045
3607,24,486.905,0,0,0,0,0,0,0,0,1,5.92,0,0,0,0,0,0,0,0,0,0,1,6.64,0,0,0,0,0,0,1,10.79,0,0,0,0,0,0,27,510.255
3608,587,3123.6,3,37.35,6,45.09,10,81.17,2,13.26,6,239.63,5,61.36,8,50.42,2,36.52,8,58.38,2,22.18,3,23.655,9,104.435,2,33.2,4,51.33,3,33.2,1,6.64,5,63.415,0,0,666,4084.835
